https://www.CryptoDataDownload.com
id,unix,date,symbol,open,high,low,close,volto,volfrom
9929417,1595376000,2020-07-22 00:00:00,LTC/USD,43.78,45.17,43.22,45.02,103094.13507942,4641297.961275488
9929418,1595289600,2020-07-21 00:00:00,LTC/USD,41.93,44.1,41.89,43.83,143836.76510518,6304365.4145600395
9929419,1595203200,2020-07-20 00:00:00,LTC/USD,42.69,42.84,41.45,41.97,63463.00403552,2663542.2793707745
9929420,1595116800,2020-07-19 00:00:00,LTC/USD,42.45,42.92,41.88,42.65,45068.68542218,1922179.433255977
9929421,1595030400,2020-07-18 00:00:00,LTC/USD,41.87,42.91,41.75,42.47,66946.75004607,2843228.4744565925
9929422,1594944000,2020-07-17 00:00:00,LTC/USD,42.07,42.46,41.67,41.89,70495.29275715,2953047.8135970137
9929423,1594857600,2020-07-16 00:00:00,LTC/USD,43.29,43.44,40.86,42.08,176455.46504461,7425245.9690771885
9929424,1594771200,2020-07-15 00:00:00,LTC/USD,43.87,44.0,42.84,43.3,94270.76316143,4081924.044889919
9929425,1594684800,2020-07-14 00:00:00,LTC/USD,43.84,44.0,42.89,43.88,97524.78827021,4279387.709296815
9929426,1594598400,2020-07-13 00:00:00,LTC/USD,44.76,45.55,42.62,43.88,197318.59357955,8658339.886270655
9929427,1594512000,2020-07-12 00:00:00,LTC/USD,44.74,45.24,43.76,44.71,88298.68388054,3947834.156298944
9929428,1594425600,2020-07-11 00:00:00,LTC/USD,44.33,44.75,43.88,44.74,54369.82291024,2432505.8770041377
9929429,1594339200,2020-07-10 00:00:00,LTC/USD,44.36,44.55,43.44,44.32,59555.31504022,2639491.56258255
9929430,1594252800,2020-07-09 00:00:00,LTC/USD,45.39,45.86,43.54,44.33,143449.73644858,6359126.8167655505
9929431,1594166400,2020-07-08 00:00:00,LTC/USD,43.39,45.63,43.11,45.4,194183.13418818,8815914.292143371
9929432,1594080000,2020-07-07 00:00:00,LTC/USD,44.05,44.46,42.84,43.37,96588.8308436,4189057.5936869313
9929433,1593993600,2020-07-06 00:00:00,LTC/USD,41.59,44.28,41.53,44.03,123371.60286072,5432051.673957502
9929434,1593907200,2020-07-05 00:00:00,LTC/USD,42.14,42.22,40.75,41.59,48602.14017544,2021363.0098965496
9929435,1593820800,2020-07-04 00:00:00,LTC/USD,41.15,42.25,41.08,42.15,69557.95126195,2931867.6456911927
9929436,1593734400,2020-07-03 00:00:00,LTC/USD,41.07,41.69,40.9,41.17,59851.60096156,2464090.411587425
9929437,1593648000,2020-07-02 00:00:00,LTC/USD,41.8,41.91,40.32,41.08,92590.91961476,3803634.9777743407
9929438,1593561600,2020-07-01 00:00:00,LTC/USD,41.15,42.02,40.96,41.8,90040.25267324,3763682.5617414317
9929439,1593475200,2020-06-30 00:00:00,LTC/USD,41.88,42.06,40.73,41.16,87725.66249834,3610788.2684316738
9929440,1593388800,2020-06-29 00:00:00,LTC/USD,41.34,42.24,40.57,41.87,138471.45770183,5797799.933975621
9929441,1593302400,2020-06-28 00:00:00,LTC/USD,41.03,42.04,40.4,41.32,76550.14926239,3163052.1675219545
9929442,1593216000,2020-06-27 00:00:00,LTC/USD,43.07,43.07,39.18,41.04,139851.5090001,5739505.929364104
9929443,1593129600,2020-06-26 00:00:00,LTC/USD,42.31,43.55,41.3,43.06,105097.47308044,4525497.190843747
9929444,1593043200,2020-06-25 00:00:00,LTC/USD,42.57,42.96,41.61,42.31,98787.84554209,4179713.744885828
9929445,1592956800,2020-06-24 00:00:00,LTC/USD,44.16,44.6,42.0,42.57,120432.24493376,5126800.666830163
9929446,1592870400,2020-06-23 00:00:00,LTC/USD,44.36,44.46,43.88,44.16,66036.12634085,2916155.3392119356
9929447,1592784000,2020-06-22 00:00:00,LTC/USD,42.96,44.66,42.91,44.3,102659.15830902,4547800.713089585
9929448,1592697600,2020-06-21 00:00:00,LTC/USD,43.61,43.82,42.82,42.96,30295.32050984,1301486.9691027263
9929449,1592611200,2020-06-20 00:00:00,LTC/USD,42.81,43.87,42.23,43.56,68715.13921253,2993231.464097807
9929450,1592524800,2020-06-19 00:00:00,LTC/USD,43.39,43.66,42.54,42.77,70834.9247573,3029609.7318697213
9929451,1592438400,2020-06-18 00:00:00,LTC/USD,44.04,44.18,42.81,43.4,78430.83285348,3403898.145841032
9929452,1592352000,2020-06-17 00:00:00,LTC/USD,43.89,45.05,42.97,44.04,94770.68600234,4173701.011543053
9929453,1592265600,2020-06-16 00:00:00,LTC/USD,43.77,44.21,43.32,43.86,82069.16537146,3599553.5931922356
9929454,1592179200,2020-06-15 00:00:00,LTC/USD,43.96,44.08,41.75,43.76,157475.41859027,6891124.317510216
9929455,1592092800,2020-06-14 00:00:00,LTC/USD,45.08,45.08,43.54,43.99,64934.69951803,2856477.43179814
9929456,1592006400,2020-06-13 00:00:00,LTC/USD,44.69,45.24,44.27,45.07,57037.73182986,2570690.57357179
9929457,1591920000,2020-06-12 00:00:00,LTC/USD,43.18,45.35,42.78,44.7,128084.83664896,5725392.198208513
9929458,1591833600,2020-06-11 00:00:00,LTC/USD,46.71,47.0,42.12,43.19,244686.35203563,10568003.544418858
9929459,1591747200,2020-06-10 00:00:00,LTC/USD,45.89,47.15,45.64,46.71,138941.48696784,6489956.856267806
9929460,1591660800,2020-06-09 00:00:00,LTC/USD,46.5,46.87,45.39,45.93,109843.80986744,5045126.187211519
9929461,1591574400,2020-06-08 00:00:00,LTC/USD,46.65,46.76,45.98,46.51,91939.01539587,4276083.606061913
9929462,1591488000,2020-06-07 00:00:00,LTC/USD,46.75,47.0,45.1,46.64,98604.70198454,4598923.300558946
9929463,1591401600,2020-06-06 00:00:00,LTC/USD,46.76,47.17,46.0,46.75,68895.56468514,3220867.6490302947
9929464,1591315200,2020-06-05 00:00:00,LTC/USD,47.45,47.96,46.45,46.76,88149.5213648,4121871.619018048
9929465,1591228800,2020-06-04 00:00:00,LTC/USD,47.19,48.07,46.29,47.44,127960.25846747,6070434.661696777
9929466,1591142400,2020-06-03 00:00:00,LTC/USD,46.04,47.44,45.28,47.16,138648.25100665,6538651.517473614
9929467,1591056000,2020-06-02 00:00:00,LTC/USD,48.29,49.9,44.52,46.03,345204.2123439,15889749.894189717
9929468,1590969600,2020-06-01 00:00:00,LTC/USD,45.54,48.96,45.34,48.27,200979.36228216,9701273.817359865
9929469,1590883200,2020-05-31 00:00:00,LTC/USD,47.74,47.81,45.1,45.57,125310.61108743,5710404.547254185
9929470,1590796800,2020-05-30 00:00:00,LTC/USD,44.5,48.07,44.12,47.75,216888.85363188,10356442.76092227
